country,ecosystem,bibliography_id,bibtype,title,volume,issn,url,doi,number,journal,publisher,author,year,month,pages,language,copyright,keywords,editor,institution,school,booktitle
United Kingdom,seagrass,UNEP-WCMC and Short 2018,Misc,Global distribution of seagrasses (version 6.0),NA,NA,https://wedocs.unep.org/bitstream/handle/20.500.11822/34031/GDS.pdf?sequence=1&isAllowed=y,,NA,NA,UN Environment Programme World Conservation Monitoring Centre,"UNEP-WCMC, FT Short",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antigua and Barbuda,seagrass,UNEP-WCMC and Short 2018,Misc,Global distribution of seagrasses (version 6.0),NA,NA,https://wedocs.unep.org/bitstream/handle/20.500.11822/34031/GDS.pdf?sequence=1&isAllowed=y,,NA,NA,UN Environment Programme World Conservation Monitoring Centre,"UNEP-WCMC, FT Short",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA
Argentina,seagrass,Green and Short 2003,Book,World Atlas of Seagrasses,NA,NA,,,NA,NA,"University of California Press, Berkeley, USA",Green E.P. and Short F.T.,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia,seagrass,Skewes et al. 1999,Misc,Survey and stock estimates of the shallow reef (0--15 m depth) and Shoal Area (15--50 m deep) marine resources and habitat mapping within the Timor Sea Mou 74Box. Vol 1: Stock estimates and stock status,NA,NA,,,NA,NA,"CSIRO Report, 71p","Skewes, TD and Dennis, DM and Jacobs, DR and Gordon, SR and Taranto, TJ and Haywood, M and Pitcher, CR and Smith, GP and Milton, D and Poiner, IR",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia,seagrass,Coles et al. 2009,Article,Spatial distribution of deepwater seagrass in the inter-reef lagoon of the Great Barrier Reef World Heritage Area,392,1616-1599,http://dx.doi.org/10.3354/meps08197,10.3354/meps08197,NA,Marine Ecology Progress Series,Inter-Research Science Center,R Coles and L McKenzie and G De’ath and A Roelofs and W {Lee Long},2009,oct,57–68,NA,NA,NA,NA,NA,NA,NA
Australia,seagrass,McKenzie et al. 2014a,Misc,"Composite of coastal seagrass meadows in Queensland, Australia - November 1984 to June 2010",NA,NA,https://doi.pangaea.de/10.1594/PANGAEA.826368,10.1594/PANGAEA.826368,NA,NA,PANGAEA,Len J McKenzie and Rudolf L Yoshida and Alana Grech and Robert G Coles,2014,NA,NA,en,Creative Commons Attribution 3.0 Unported,NA,NA,NA,NA,NA
Australia,seagrass,McKenzie et al. 2014b,Article,Disturbance influences the invasion of a seagrass into an existing meadow,86,0025-326X,http://dx.doi.org/10.1016/j.marpolbul.2014.07.019,10.1016/j.marpolbul.2014.07.019,1–2,Marine Pollution Bulletin,Elsevier BV,Len J. McKenzie and Rudi L. Yoshida and Richard K.F. Unsworth,2014,sep,186–196,NA,NA,NA,NA,NA,NA,NA
Australia,seagrass,McKenzie et al. 2016b,Misc,"Seagrass and associated benthic community data derived from field surveys at Low Isles, Great Barrier Reef, conducted July-August, 1997",NA,NA,https://doi.pangaea.de/10.1594/PANGAEA.858945,10.1594/PANGAEA.858945,NA,NA,PANGAEA,Len J McKenzie and Chantal A Roder and Rudolf L Yoshida,2016,NA,NA,en,Creative Commons Attribution 3.0 Unported,"File content, File name, File size, File format, Uniform resource locator/link to file",NA,NA,NA,NA
Australia,seagrass,Carter et al. 2016,Misc,Seagrass mapping synthesis: A resource for coastal management in the Great Barrier Reef World Heritage Area,NA,NA,,,NA,NA,"National Environmental Science Programme. Reef and Rainforest Research Centre Limited, Cairns (22 pp)","Carter, A. B., McKenna, S. A., Rasheed, M. A., McKenzie L, Coles R. G",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia,seagrass,Carter et al. 2014,Misc,Torres Strait Mapping: Seagrass Consolidation 2002-2014,NA,NA,,,NA,NA,"JCU Publication, Report no. 14/55, Centre for Tropical Water & Aquatic Ecosystem Research, Cairns, 47 pp","Carter AB, Taylor HA & Rasheed MA",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia,seagrass,Carter and Rasheed 2016,Misc,Assessment of Key Dugong and Turtle Seagrass Resources in Northwest Torres Strait,NA,NA,,,NA,NA,"Report to the National Environmental Science Programme and Torres Strait Regional Authority.Reef and Rainforest Research Centre Limited, Cairns, 41 pp","Carter, A. B. and Rasheed, M. A.",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia,seagrass,Coppo et al. 2015,Misc,Status of Coastal and Marine Assets in the Eastern Cape York region. TropWATER Report No 15/65,NA,NA,,,NA,NA,"Centre for Tropical Water & Aquatic Ecosyystem Research, James Cook University, QLD","Coppe, C., McKenzie, L.J., Brodie, J.",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia,seagrass,Saunders et al. 2015,Article,"Spatial and temporal variability of seagrass at Lizard Island, Great Barrier Reef",58,0006-8055,http://dx.doi.org/10.1515/bot-2014-0060,10.1515/bot-2014-0060,1,Botanica Marina,Walter de Gruyter GmbH,Megan I. Saunders and Elisa Bayraktarov and Chris M. Roelfsema and Javier X. Leon and Jimena Samper-Villarreal and Stuart R. Phinn and Catherine E. Lovelock and Peter J. Mumby,2015,jan,35–49,NA,NA,NA,NA,NA,NA,NA
Australia,seagrass,Kelly and Chaffer 2012,Misc,Ecological Investigations to Support the Broadwater Masterplan. Report to Project Gold Coast City Council Report No GC1(2003)0,NA,NA,,,NA,NA,"VDM Consulting (QLD) Pty Ltd, Southport, Queensland","Kelly, C. and Chaffer, K.",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia,seagrass,Natura Consulting 2012,Misc,Seagrass Health and Abundance Study (2012),NA,NA,,,NA,NA,Report prepared for the Gold Coast City Council,Natura Consulting,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia,seagrass,Hyland et al. 1989,Book,Distribution of seagrass in the Moreton region from Coolangatta to Noosa,NA,NA,https://nla.gov.au/nla.cat-vn4282217,,NA,NA,"Dept. of Primary Industries, Queensland Government Brisbane 1989","Hyland, S. J and Butler, C. T and Courtney, A. J and Queensland. Department of Primary Industries",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia,seagrass,Lucieer et al. 2017,Misc,Seamap Australia - national seafloor habitat V1.0,NA,NA,http://metadata.imas.utas.edu.au/geonetwork/srv/eng/catalog.search#/metadata/fd6f2aed-eba5-4e60-888a-480b2078e513,10.25959/5C06FC1BEDED6,NA,NA,"Institute for Marine and Antarctic Studies (IMAS), University of Tasmania (UTAS)",Vanessa Lucieer and Craig Johnson and Peter Walsh and Emma Flukes and Claire Butler and Roger Proctor,2017,NA,NA,NA,"Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0) Cite data as: Lucieer V, Walsh P, Flukes E, Butler C, Proctor R, Johnson C (2017). Seamap Australia - national seafloor habitat V1.0. Institute for Marine and Antarctic Studies (IMAS), University of Tasmania (UTAS). doi:10.25959/5c06fc1beded6
  
  The data described in this record are the intellectual property of the Institute for Marine and Antarctic Studies (IMAS), University of Tasmania. See downloaded data product for specific ownership of source datasets.",NA,NA,NA,NA,NA
Australia,seagrass,Roelofs et al. 2005,Misc,"A survey of intertidal seagrass from Van Diemen Gulf to Castlereagh Bay, Northern Territory, and from Gove to Horn Island, Queensland",NA,NA,,,NA,NA,"Report to the National Oceans Office. Department of Primary Industries & Fisheries, Cairns","Roelofs, A.J., Coles, R.G., Smit, N.",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia,seagrass,Jimenez 2015,Misc,Seagrass Monitoring Post-dredging Report: Ichthys Nearshore Environmental Monitoring Programme,NA,NA,,,NA,NA,"Report to the National Oceans Office. Department of Primary Industries & Fisheries, Cairns","Roelofs, A.J., Coles, R.G., Smit, N.",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia,seagrass,National Geographic Society 2000,Misc,Coral World,NA,NA,,,NA,NA,,National Geographic Society,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia,seagrass,Williams 1994,Article,Marine habitats of the Cocos (Keeling) Islands,406,0077-5630,http://dx.doi.org/10.5479/si.00775630.406.1,10.5479/si.00775630.406.1,NA,Atoll Research Bulletin,Smithsonian Institution,David G. Williams,1994,NA,1–10,NA,NA,NA,NA,NA,NA,NA
Australia,seagrass,NSW Marine Parks Authority 2010,Misc,Natural values of Lord Howe Island Marine Park,NA,NA,,,NA,NA,"NSW Marine Parks Authority, Hurstville, NSW",NSW Marine Parks Authority,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bahamas,seagrass,UNEP-WCMC and Short 2018,Misc,Global distribution of seagrasses (version 6.0),NA,NA,https://wedocs.unep.org/bitstream/handle/20.500.11822/34031/GDS.pdf?sequence=1&isAllowed=y,,NA,NA,UN Environment Programme World Conservation Monitoring Centre,"UNEP-WCMC, FT Short",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bahrain,seagrass,UNEP-WCMC and Short 2018,Misc,Global distribution of seagrasses (version 6.0),NA,NA,https://wedocs.unep.org/bitstream/handle/20.500.11822/34031/GDS.pdf?sequence=1&isAllowed=y,,NA,NA,UN Environment Programme World Conservation Monitoring Centre,"UNEP-WCMC, FT Short",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,seagrass,Kamal and Khan 2009,Article,Coastal and estuarine resources of Bangladesh: management and conservation issues,3,NA,NA,NA,NA,Maejo International Journal of Science and Technology,NA,Abu Hena Mostafa Kamal and M. Shah Alam Khan,2009,NA,313-342,NA,NA,NA,NA,NA,NA,NA
Barbados,seagrass,UNEP-WCMC and Short 2018,Misc,Global distribution of seagrasses (version 6.0),NA,NA,https://wedocs.unep.org/bitstream/handle/20.500.11822/34031/GDS.pdf?sequence=1&isAllowed=y,,NA,NA,UN Environment Programme World Conservation Monitoring Centre,"UNEP-WCMC, FT Short",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,seagrass,UNEP-WCMC and Short 2018,Misc,Global distribution of seagrasses (version 6.0),NA,NA,https://wedocs.unep.org/bitstream/handle/20.500.11822/34031/GDS.pdf?sequence=1&isAllowed=y,,NA,NA,UN Environment Programme World Conservation Monitoring Centre,"UNEP-WCMC, FT Short",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA
Benin,seagrass,National Geographic Society 2000,Misc,Coral World,NA,NA,,,NA,NA,,National Geographic Society,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Kingdom,seagrass,Murdoch et al. 2007,Article,Large-scale decline in offshore seagrass meadows in Bermuda,339,1616-1599,http://dx.doi.org/10.3354/meps339123,10.3354/meps339123,NA,Marine Ecology Progress Series,Inter-Research Science Center,TJT Murdoch and AF Glasspool and M Outerbridge and J Ward and S Manuel and J Gray and A Nash and KA Coates and J Pitt and JW Fourqurean and PA Barnes and M Vierros and K Holzer and SR Smith,2007,jun,123–130,NA,NA,NA,NA,NA,NA,NA
‎Netherlands,seagrass,Christianen et al. 2018,Article,Megaherbivores may impact expansion of invasive seagrass in the Caribbean,107,1365-2745,http://dx.doi.org/10.1111/1365-2745.13021,10.1111/1365-2745.13021,1,Journal of Ecology,Wiley,Marjolijn J. A. Christianen and Fee O. H. Smulders and M. Sabine Engel and Mabel I. Nava and Sue Willis and Adolphe O. Debrot and Per J. Palsbøll and J. Arie Vonk and Leontine E. Becking,2018,jul,45–57,NA,NA,NA,Kathy {Van Alstyne},NA,NA,NA
‎Netherlands,seagrass,Debrot et al. 2014,Misc,Habitat diversity and biodiversity of the benthic seascapes of St. Eustatius,NA,NA,NA,NA,NA,NA,NA,"Debrot, Adolphe O and Houtepen, Eric and Meesters, Hubertus Wilhelmina Gerardus and van Beek, IJM and Timmer, Tania and Boman, Erik and de Graaf, Martin and Dijkman, EM and Hunting, Ellard R and Ballantine, David L",2014,NA,NA,NA,NA,NA,NA,IMARES,NA,NA
‎Netherlands,seagrass,Dutch Caribbean Nature Alliance 2014,Misc,Sea grass area map of Saba,NA,NA,http://www.dcbd.nl/document/sea-grass-area-map-saba ,,NA,NA,,Dutch Caribbean Nature Alliance,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,seagrass,National Geographic Society 2000,Misc,Coral World,NA,NA,,,NA,NA,,National Geographic Society,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bulgaria,seagrass,Deyanova et al. 2013,Misc,Seagrass Habitats Distribution and Ecological State Along the Southern Bulgarian Black Sea Coast,NA,NA,,,NA,NA,"In MARES 2020 International Conference “Marine Research Horizon 2020″. 17-20 September (2013), Varna, Bulgari","Deyanova, D., Berov, D., Karamfilov, V.",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cambodia,seagrass,UNEP 2007,Misc,"Procedure for Determination of National and Regional Economic Values for Ecotone Goods and Services, 
  and Total Economic Values of Coastal Habitats in the Context of the UNEP/GEF Project Entitled:`Reversing Environmenal
  Degradation Trends in the South China Sea and Gulf of Thailand`",NA,NA,,,NA,NA,"South China Sea Knowledge Document No. 3. UNEP/GEF/SCS/Inf.3. United Nations Environment Programme, Bangkok, Thailand",United Nations Environmental Programme,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cambodia,seagrass,Vibol 2008,Misc,"National report on seagrass in the South China Sea - Cambodia, In National reports on seagrass in the South China Sea",NA,NA,,,NA,NA,"UNEP/GEF/SCS Technical Publication No. 12. ed. UNEP, p. 14. United Nations Environment Programme, Bangkok, Thailand","Vibol, O.",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
Canada,seagrass,CEC 2016,Misc,"North America's Blue Carbon: Assessing Seagrass, Salt Marsh and Mangrove Distribution and Carbon Sinks",NA,NA,,,NA,NA,"Commission for Environmental Cooperation (CEC), Montreal, Canada",Commission for Environmental Cooperation (CEC),2016,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cabo Verde,seagrass,Creed et al. 2016,Article,"First record of seagrass in Cape Verde, eastern Atlantic",9,1755-2672,http://dx.doi.org/10.1186/s41200-016-0067-9,10.1186/s41200-016-0067-9,1,Marine Biodiversity Records,Springer Science and Business Media LLC,Joel C. Creed and Aschwin H. Engelen and Emanuel C. D´Oliveira and Salomão Bandeira and Ester A. Serrão,2016,aug,NA,NA,NA,NA,NA,NA,NA,NA
United Kingdom,seagrass,DaCosta-Cottam et al. 2009,Misc,Cayman Islands National Biodiversity Action Plan (2009),NA,NA,,,NA,NA,"Cayman Islands Government. Department of Environment, George Town, Grand Cayman","DaCosta-Cottam, M., Olynik, J., Blumenthal, J., Godbeer, K.D., Gibb, J., Bothwell, J., Burton, F.J., Bradley, P.E.,
  Band, A., Austin, T., Bush, P., Johnson, B.J., Hurlston, L., Bishop, L., McCoy, C., Parsons, G., Kirkconnell, J., Halford, S., 
  Ebanks-Petrie, G.",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chile,seagrass,Green and Short 2003,Book,World Atlas of Seagrasses,NA,NA,,,NA,NA,"University of California Press, Berkeley, USA",Green E.P. and Short F.T.,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA
China,seagrass,Zheng et al. 2013,Article,"Diversity, distribution and conservation of Chinese seagrass species: Diversity, distribution and conservation of Chinese seagrass species",21,1005-0094,http://dx.doi.org/10.3724/SP.J.1003.2013.10038,10.3724/sp.j.1003.2013.10038,5,Biodiversity Science,China Science Publishing & Media Ltd.,Zheng Fengying and Qiu Guanglong and Fan Hangqing and Zhang Wei,2014,jan,517–526,NA,NA,NA,NA,NA,NA,NA
Colombia,seagrass,UNEP-WCMC and Short 2018,Misc,Global distribution of seagrasses (version 6.0),NA,NA,https://wedocs.unep.org/bitstream/handle/20.500.11822/34031/GDS.pdf?sequence=1&isAllowed=y,,NA,NA,UN Environment Programme World Conservation Monitoring Centre,"UNEP-WCMC, FT Short",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA
Comoros,seagrass,Poonian et al. 2016,Article,Diversity and distribution of seagrasses in the Union of the Comoros,38,1814-2338,http://dx.doi.org/10.2989/1814232X.2016.1181103,10.2989/1814232x.2016.1181103,2,African Journal of Marine Science,National Inquiry Services Center (NISC),CNS Poonian and K Tuharska and MD Hauzer,2016,jul,263–268,NA,NA,NA,NA,NA,NA,NA
Comoros,seagrass,UNEP-WCMC and Short 2018,Misc,Global distribution of seagrasses (version 6.0),NA,NA,https://wedocs.unep.org/bitstream/handle/20.500.11822/34031/GDS.pdf?sequence=1&isAllowed=y,,NA,NA,UN Environment Programme World Conservation Monitoring Centre,"UNEP-WCMC, FT Short",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA
Costa Rica,seagrass,Krupp et al. 2009,Article,"Growth dynamics and state of the seagrass Thalassia testudinum in the Gandoca-Manzanillo National Wildlife Refuge, Caribbean, Costa Rica",57,NA,NA,NA,NA,Revista de Biologìa Tropical,http://creativecommons. org/licenses/by/3.0,"Krupp, Lucia S and Cort{'e}s, Jorge and Wolff, Matthias",2009,NA,187--201,NA,NA,NA,NA,NA,NA,NA
Costa Rica,seagrass,Samper-Villarreal et al. 2018,Article,Seagrasses of Costa Rica: from the mighty Caribbean to the dynamic meadows of the Eastern Tropical Pacific,66,0034-7744,http://dx.doi.org/10.15517/rbt.v66i1.33260,10.15517/rbt.v66i1.33260,1–1,Revista de Biología Tropical,Universidad de Costa Rica,Jimena Samper-Villarreal and Brigitta I. {Van Tussenbroek} and Jorge Cortés,2018,may,53,NA,NA,NA,NA,NA,NA,NA
Croatia,seagrass,UNEP-WCMC and Short 2018,Misc,Global distribution of seagrasses (version 6.0),NA,NA,https://wedocs.unep.org/bitstream/handle/20.500.11822/34031/GDS.pdf?sequence=1&isAllowed=y,,NA,NA,UN Environment Programme World Conservation Monitoring Centre,"UNEP-WCMC, FT Short",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cuba,seagrass,Cerdeira-Estrada et al. 2008,Article,Mapping of the spatial distribution of benthic habitats in the Gulf of Batabanó using Landsat-7 images,34 n.2,NA,NA,NA,NA,Science Sea[online],NA,"Cerdeira-Estrada, S., Lorenzo-Sánchez, S., Areces-Mallea, A., Martínez-Bayón, C.",2008,NA,213-222,NA,NA,NA,NA,NA,NA,NA
Cuba,seagrass,Ventura Díaz and Rodríguez Cueto 2012,Misc,Hábitats del golfo de Ana María identificados mediante el empleo de procesamiento digital de imágenes,32,NA,NA,NA,NA,NA,Revista de Investigaciones Marinas,"Ventura Díaz, Y., Rodríguez Cueto, Y.",2012,NA,1-8,NA,NA,NA,NA,NA,NA,NA
Netherlands,seagrass,Green and Short 2003,Book,World Atlas of Seagrasses,NA,NA,,,NA,NA,"University of California Press, Berkeley, USA",Green E.P. and Short F.T.,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyprus,seagrass,UNEP-WCMC and Short 2018,Misc,Global distribution of seagrasses (version 6.0),NA,NA,https://wedocs.unep.org/bitstream/handle/20.500.11822/34031/GDS.pdf?sequence=1&isAllowed=y,,NA,NA,UN Environment Programme World Conservation Monitoring Centre,"UNEP-WCMC, FT Short",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA
Denmark,seagrass,Boström et al. 2014,Article,"Distribution, structure and function of Nordic eelgrass (Zostera marina) ecosystems: implications for coastal management and conservation",24,1099-0755,http://dx.doi.org/10.1002/aqc.2424,10.1002/aqc.2424,3,Aquatic Conservation: Marine and Freshwater Ecosystems,Wiley,Christoffer Boström and Susanne Baden and Anna‐Christina Bockelmann and Karsten Dromph and Stein Fredriksen and Camilla Gustafsson and Dorte Krause‐Jensen and Tiia Möller and Søren Laurentius Nielsen and Birgit Olesen and Jeanine Olsen and Leif Pihl and Eli Rinde,2014,jan,410–434,NA,NA,NA,NA,NA,NA,NA
Dominica,seagrass,Steiner and Willette 2010,Misc,"Distribution and size of benthic marine habitats in Dominica, Lesser Antilles",NA,NA,https://revistas.ucr.ac.cr/index.php/rbt/article/view/5231,,NA,NA,Revista de Biologia Tropical,"Claus Christoff Steiner, Sascha, Alexander Willette, Demian",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominican Republic,seagrass,National Geographic Society 2000,Misc,Coral World,NA,NA,,,NA,NA,,National Geographic Society,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Egypt,seagrass,National Geographic Society 2000,Misc,Coral World,NA,NA,,,NA,NA,,National Geographic Society,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,seagrass,National Geographic Society 2000,Misc,Coral World,NA,NA,,,NA,NA,,National Geographic Society,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,seagrass,Boström et al. 2014,Article,"Distribution, structure and function of Nordic eelgrass (Zostera marina) ecosystems: implications for coastal management and conservation",24,1099-0755,http://dx.doi.org/10.1002/aqc.2424,10.1002/aqc.2424,3,Aquatic Conservation: Marine and Freshwater Ecosystems,Wiley,Christoffer Boström and Susanne Baden and Anna‐Christina Bockelmann and Karsten Dromph and Stein Fredriksen and Camilla Gustafsson and Dorte Krause‐Jensen and Tiia Möller and Søren Laurentius Nielsen and Birgit Olesen and Jeanine Olsen and Leif Pihl and Eli Rinde,2014,jan,410–434,NA,NA,NA,NA,NA,NA,NA
Fiji,seagrass,de Mazières 2008,phdthesis,"Spatial Distribution of Reef Fish Communities: An Investigation of the Coral Coast, Fiji Islands",NA,NA,NA,NA,NA,NA,NA,"De Mazi{`e}res, Jeanne",2008,NA,NA,NA,NA,NA,NA,NA,"The University of the South Pacific Suva, Fiji",NA
Fiji,seagrass,Harborne et al. 2001,Misc,Mamanuca coral reef conservation project - Fiji (2001): report summary,NA,NA,,,NA,NA,"Coral Cay Conservation Ltd, London","Harborne, A., Solandt, J., Afzal, D., Andrews, M., Raines, P.",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fiji,seagrass,Koshy 2001,Misc,"An ecological and mapping study of the seagrass communities on Nukubuco Reef, Suva, Fiji",NA,NA,,,NA,NA,"Master of Science Thesis, School of Pure and Applied Sciences, University of the South Pacific","Koshy, LP",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fiji,seagrass,Phinn et al. 2012,Article,"Multi-scale, object-based image analysis for mapping geomorphic and ecological zones on coral reefs",33,1366-5901,http://dx.doi.org/10.1080/01431161.2011.633122,10.1080/01431161.2011.633122,12,International Journal of Remote Sensing,Informa UK Limited,Stuart R. Phinn and Chris M. Roelfsema and Peter J. Mumby,2011,dec,3768–3797,NA,NA,NA,NA,NA,NA,NA
Fiji,seagrass,Roelfsema et al. 2013b,Article,"Mapping coral reefs at reef to reef-system scales, 10s–1000s km2, using object-based image analysis",34,1366-5901,http://dx.doi.org/10.1080/01431161.2013.800660,10.1080/01431161.2013.800660,18,International Journal of Remote Sensing,Informa UK Limited,Chris Roelfsema and Stuart Phinn and Stacy Jupiter and James Comley and Simon Albert,2013,jun,6367–6388,NA,NA,NA,NA,NA,NA,NA
Fiji,seagrass,Roelfsema and Phinn 2010,Article,Integrating field data with high spatial resolution multispectral satellite imagery for calibration and validation of coral reef benthic community maps,4,1931-3195,http://dx.doi.org/10.1117/1.3430107,10.1117/1.3430107,1,Journal of Applied Remote Sensing,SPIE-Intl Soc Optical Eng,Chris Roelfsema,2010,apr,043527,NA,NA,NA,NA,NA,NA,NA
Fiji,seagrass,Waycott et al. 2011,Misc,"Vulnerability of mangroves, seagrasses and intertidal flats in the tropical Pacific to climate change",NA,NA,NA,NA,NA,NA,"Vulnerability of Tropical Pacific Fisheries and Aquaculture to Climate Change. Secretariat of the Pacific Community, Noumea, New Caledonia","Waycott, Michelle and McKenzie, Len J and Mellors, Jane E and Ellison, Joanna C and Sheaves, Marcus T and Collier, Catherine and Schwarz, Anne-Maree and Webb, Arthur and Johnson, Johanna E and Payri, Claude E",2011,NA,297-368,NA,NA,NA,NA,NA,NA,NA
Finland,seagrass,Boström et al. 2014,Article,"Distribution, structure and function of Nordic eelgrass (Zostera marina) ecosystems: implications for coastal management and conservation",24,1099-0755,http://dx.doi.org/10.1002/aqc.2424,10.1002/aqc.2424,3,Aquatic Conservation: Marine and Freshwater Ecosystems,Wiley,Christoffer Boström and Susanne Baden and Anna‐Christina Bockelmann and Karsten Dromph and Stein Fredriksen and Camilla Gustafsson and Dorte Krause‐Jensen and Tiia Möller and Søren Laurentius Nielsen and Birgit Olesen and Jeanine Olsen and Leif Pihl and Eli Rinde,2014,jan,410–434,NA,NA,NA,NA,NA,NA,NA
France,seagrass,UNEP-WCMC and Short 2018,Misc,Global distribution of seagrasses (version 6.0),NA,NA,https://wedocs.unep.org/bitstream/handle/20.500.11822/34031/GDS.pdf?sequence=1&isAllowed=y,,NA,NA,UN Environment Programme World Conservation Monitoring Centre,"UNEP-WCMC, FT Short",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA
France,seagrass,Waycott et al. 2011,Misc,"Vulnerability of mangroves, seagrasses and intertidal flats in the tropical Pacific to climate change",NA,NA,NA,NA,NA,NA,"Vulnerability of Tropical Pacific Fisheries and Aquaculture to Climate Change. Secretariat of the Pacific Community, Noumea, New Caledonia","Waycott, Michelle and McKenzie, Len J and Mellors, Jane E and Ellison, Joanna C and Sheaves, Marcus T and Collier, Catherine and Schwarz, Anne-Maree and Webb, Arthur and Johnson, Johanna E and Payri, Claude E",2011,NA,297-368,NA,NA,NA,NA,NA,NA,NA
Gambia,seagrass,Seagrass Spotter,Misc,Seagrass Spotter,NA,NA,https://seagrassspotter.org,NA,NA,NA,NA,"Unsworth, R.K.F., Jones, B.L.H, Rogers, A., Cullen-Unsworth, L.C., Lilley, R.J",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA
Germany,seagrass,Boström et al. 2014,Article,"Distribution, structure and function of Nordic eelgrass (Zostera marina) ecosystems: implications for coastal management and conservation",24,1099-0755,http://dx.doi.org/10.1002/aqc.2424,10.1002/aqc.2424,3,Aquatic Conservation: Marine and Freshwater Ecosystems,Wiley,Christoffer Boström and Susanne Baden and Anna‐Christina Bockelmann and Karsten Dromph and Stein Fredriksen and Camilla Gustafsson and Dorte Krause‐Jensen and Tiia Möller and Søren Laurentius Nielsen and Birgit Olesen and Jeanine Olsen and Leif Pihl and Eli Rinde,2014,jan,410–434,NA,NA,NA,NA,NA,NA,NA
Germany,seagrass,Kolbe 2011,Misc,Recording of seagrass populations in the Lower Saxony Wadden Sea using visual aerial image interpretation — 2008,NA,NA,,,NA,NA,"NLWKN, coastal waters and estuaries 4. Niedersächsische Landesbetrieb für Wasserwirtschaft, Küsten- und Naturschutz (NLWKN), Oldenburg","Koshy, LP",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ghana,seagrass,National Geographic Society 2000,Misc,Coral World,NA,NA,,,NA,NA,,National Geographic Society,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ghana,seagrass,Ntiamoa-Baidu et al 1998,Article,"Water depth selection, daily feeding routines and diets of waterbirds in coastal lagoons in Ghana",140,1474-919X,http://dx.doi.org/10.1111/j.1474-919X.1998.tb04545.x,10.1111/j.1474-919x.1998.tb04545.x,1,Ibis,Wiley,YAA NTIAMOA‐BAIDU and THEUNIS PIERSMA and POPKO WIERSMA and MARTIN POOT and PHIL BATTLEY and CHRIS GORDON,1998,jan,89–103,NA,NA,NA,NA,NA,NA,NA
Greece,seagrass,UNEP-WCMC and Short 2018,Misc,Global distribution of seagrasses (version 6.0),NA,NA,https://wedocs.unep.org/bitstream/handle/20.500.11822/34031/GDS.pdf?sequence=1&isAllowed=y,,NA,NA,UN Environment Programme World Conservation Monitoring Centre,"UNEP-WCMC, FT Short",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA
