study_id,site_id,core_id,depth_min,depth_max,radioisotope,radioactivity,error
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,8,10,total_pb210_activity,42.805481543544296,2.1067129662837
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,10,12,total_pb210_activity,52.30988117033137,3.239132498700987
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,12,14,total_pb210_activity,16.965236930970033,1.3047136031292967
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,14,16,total_pb210_activity,27.404503238005585,1.6700125619553488
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,16,18,total_pb210_activity,36.18873513800795,1.7602310765557063
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,18,20,total_pb210_activity,26.28507068908735,1.3179533635945593
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,20,22,total_pb210_activity,23.09749703445918,1.3579446408293705
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,22,24,total_pb210_activity,22.53632197831934,1.0350982442040353
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,24,26,total_pb210_activity,20.470195215872703,1.2083361122301448
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,26,28,total_pb210_activity,20.802609243819397,1.3012117295443315
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,28,30,total_pb210_activity,25.936151197312785,1.2740348064261195
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,32,34,total_pb210_activity,22.49717869628757,1.395827518542259
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,36,38,total_pb210_activity,22.10609578802201,1.138097098796551
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,40,42,total_pb210_activity,22.378244595296007,1.148485703065313
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,44,46,total_pb210_activity,20.343182582064895,1.044567943578197
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,0,2,total_pb210_activity,70.58009770581194,2.790922402490608
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,2,4,total_pb210_activity,64.4717155434627,3.252479923222116
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,4,6,total_pb210_activity,60.88053318338503,3.132214849074941
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,6,8,total_pb210_activity,62.987070104620905,3.733918827374061
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,8,10,total_pb210_activity,70.30511943754813,3.2003452543926594
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,10,12,total_pb210_activity,59.38409661501515,3.429029187092367
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,12,14,total_pb210_activity,60.00026792018681,3.2998283371404544
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,14,16,total_pb210_activity,63.62244423712276,3.180688796667166
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,16,17,total_pb210_activity,51.08599009360032,2.98262281796736
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,17,18,total_pb210_activity,46.97218908087551,2.5228222329803724
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,18,19,total_pb210_activity,39.57711537884568,2.415909637759958
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,19,20,total_pb210_activity,37.42125204201877,2.2974606296260096
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,20,21,total_pb210_activity,39.77356286390451,2.199008621748003
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,21,22,total_pb210_activity,30.0535644506354,1.9449467525242623
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,22,23,total_pb210_activity,35.63243669625717,1.7635844171627126
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,23,24,total_pb210_activity,26.628645470932483,1.6278153211257742
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,24,25,total_pb210_activity,24.099133676486517,1.4703636524538106
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,25,26,total_pb210_activity,22.25910011899241,1.5182830134649177
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,26,27,total_pb210_activity,22.254389386036767,1.0768644716118614
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,30,31,total_pb210_activity,23.11899483908627,1.1707963828499282
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,34,35,total_pb210_activity,22.54544480208896,1.1404169220440263
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,38,39,total_pb210_activity,22.957077520719466,1.174988922440213
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,42,43,total_pb210_activity,22.507142139261084,1.2799085789335292
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,46,47,total_pb210_activity,19.23456010670963,1.1883785724975937
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,50,51,total_pb210_activity,22.87227299072781,1.1350942963750488
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,54,55,total_pb210_activity,25.359977382879443,1.2702066884678844
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,58,59,total_pb210_activity,24.51237439074523,1.2169989359903095
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,0,1,total_pb210_activity,182.92526959,26.46
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,1,2,total_pb210_activity,178.20526959,25.03
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,2,3,total_pb210_activity,157.87526959,22.13
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,3,4,total_pb210_activity,146.07526959,20.81
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,4,5,total_pb210_activity,142.32526959,21.27
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,5,6,total_pb210_activity,147.00526959,23.11
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,6,7,total_pb210_activity,161.40526959,24.58
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,7,8,total_pb210_activity,79.10526959,15.51
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,8,9,total_pb210_activity,124.10526958999999,20.21
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,9,10,total_pb210_activity,176.26526959,27.58
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,10,11,total_pb210_activity,162.06526958999999,25.88
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,11,12,total_pb210_activity,165.60526959,25.56
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,12,13,total_pb210_activity,164.09526959,26.87
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,13,14,total_pb210_activity,173.76526959,32.21
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,14,15,total_pb210_activity,219.40526959,38.11
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,15,16,total_pb210_activity,231.25526959,39.39
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,16,17,total_pb210_activity,222.64526959,37.63
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,17,18,total_pb210_activity,176.56526958999999,30.09
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,18,19,total_pb210_activity,205.96526959,37.34
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,19,20,total_pb210_activity,204.15526959,37.63
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,20,21,total_pb210_activity,261.77526959,41.61
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,0,1,total_pb210_activity,30.93526959,7.73
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,1,2,total_pb210_activity,23.11526959,7.79
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,2,3,total_pb210_activity,32.77526959,8.17
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,3,4,total_pb210_activity,27.92526959,7.59
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,4,5,total_pb210_activity,12.995269590000001,7.78
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,5,6,total_pb210_activity,22.085269590000003,8.08
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,6,7,total_pb210_activity,34.215269590000005,7.98
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,7,8,total_pb210_activity,29.975269590000003,8.35
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,8,9,total_pb210_activity,31.00526959,8.2
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,9,10,total_pb210_activity,41.16526959,8.76
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,10,11,total_pb210_activity,14.735269590000001,8.23
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,11,12,total_pb210_activity,10.915269590000001,8.76
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,12,13,total_pb210_activity,29.91526959,8.64
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,13,14,total_pb210_activity,27.105269590000002,7.79
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,14,15,total_pb210_activity,23.41526959,7.12
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,16,17,total_pb210_activity,37.65526959,8.39
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,18,19,total_pb210_activity,30.355269590000002,7.59
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,20,21,total_pb210_activity,20.925269590000003,7.38
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,22,23,total_pb210_activity,20.16526959,7.47
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,24,25,total_pb210_activity,17.245269590000003,7.4
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,26,27,total_pb210_activity,20.36526959,7.55
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,28,29,total_pb210_activity,22.475269590000003,7.74
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,30,31,total_pb210_activity,23.05526959,7.37
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,32,33,total_pb210_activity,29.20526959,8.02
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,0,1,total_pb210_activity,43.45526959,10.16
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,1,2,total_pb210_activity,51.76526959,11.26
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,2,3,total_pb210_activity,43.69526959,10.11
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,3,4,total_pb210_activity,44.17526959,10.28
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,4,5,total_pb210_activity,56.17526959,11.5
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,5,6,total_pb210_activity,39.52526959,10.92
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,6,7,total_pb210_activity,50.08526959,12.06
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,7,8,total_pb210_activity,57.545269590000004,13.07
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,8,9,total_pb210_activity,52.66526959000001,11.54
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,9,10,total_pb210_activity,45.465269590000005,11.95
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,10,11,total_pb210_activity,24.465269590000002,9.68
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,11,12,total_pb210_activity,61.355269590000006,14.39
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,12,13,total_pb210_activity,47.45526959,16.49
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,13,14,total_pb210_activity,43.77526959,15.52
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,14,15,total_pb210_activity,57.445269589999995,14.36
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,15,16,total_pb210_activity,83.03526959,19.34
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,16,17,total_pb210_activity,49.27526959,12.83
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,17,18,total_pb210_activity,44.11526959,15.45
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,18,19,total_pb210_activity,48.26526959,9.13
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,19,20,total_pb210_activity,34.88526959,12.99
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,20,21,total_pb210_activity,37.975269589999996,8.7
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,21,22,total_pb210_activity,56.24526959000001,14.5
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,22,23,total_pb210_activity,52.555269589999995,8.89
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,23,24,total_pb210_activity,27.06526959,12.04
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,24,25,total_pb210_activity,35.94526959,8.26
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,0,1,total_pb210_activity,38.69526959,10.72
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,1,2,total_pb210_activity,46.76526959,10.64
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,2,3,total_pb210_activity,57.09526959,11.62
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,3,4,total_pb210_activity,49.38526959,10.45
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,4,5,total_pb210_activity,35.89526959,10.76
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,5,6,total_pb210_activity,59.16526959000001,11.26
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,6,7,total_pb210_activity,56.225269589999996,11.31
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,7,8,total_pb210_activity,57.17526959,11.22
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,8,9,total_pb210_activity,33.62526959,10.53
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,9,10,total_pb210_activity,43.465269590000005,12.06
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,10,11,total_pb210_activity,22.125269590000002,9.71
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,11,12,total_pb210_activity,39.73526959,9.7
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,12,13,total_pb210_activity,44.51526959,11.71
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,13,14,total_pb210_activity,45.51526959,11.94
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,14,15,total_pb210_activity,49.89526959,11.52
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,15,16,total_pb210_activity,34.99526959,7.52
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,16,17,total_pb210_activity,32.06526959,11.75
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,17,18,total_pb210_activity,21.13526959,8.84
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,18,19,total_pb210_activity,21.675269590000003,9.89
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,19,20,total_pb210_activity,28.155269590000003,6.74
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_M,0,2,total_pb210_activity,291.36526959,41.22
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_M,2,3,total_pb210_activity,272.67526959,40.32
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_M,3,4,total_pb210_activity,263.23526959000003,39.64
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_M,4,5,total_pb210_activity,208.83526959,35.76
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_M,5,6,total_pb210_activity,234.84526959,35.1
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_M,6,7,total_pb210_activity,183.85526959,35.06
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_M,7,8,total_pb210_activity,148.22526959,31.33
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_M,8,9,total_pb210_activity,121.53526959,24.71
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_M,9,10,total_pb210_activity,91.81526959,26.86
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_M,10,11,total_pb210_activity,39.02526959,26.49
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_M,11,12,total_pb210_activity,63.17526959,29.5
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_M,12,13,total_pb210_activity,52.38526959000001,25.02
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_M,13,14,total_pb210_activity,72.55526959,28.84
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_M,14,15,total_pb210_activity,30.835269590000003,20.37
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_M,15,16,total_pb210_activity,52.445269589999995,22.32
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_M,16,17,total_pb210_activity,45.38526959,17.37
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_M,17,18,total_pb210_activity,51.17526959,20.74
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,0,1,total_pb210_activity,111.93526959,59.23
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,1,2,total_pb210_activity,126.39526959,60.74
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,2,3,total_pb210_activity,142.63526959,30.81
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,3,4,total_pb210_activity,108.34526959,83.99
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,4,5,total_pb210_activity,97.40526959,43.81
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,5,6,total_pb210_activity,119.19526959,97.72
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,6,7,total_pb210_activity,89.63526959,92.84
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,7,8,total_pb210_activity,96.17526959,54.07
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,8,9,total_pb210_activity,76.33526959,34.33
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,9,10,total_pb210_activity,92.11526959,82.25
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,10,11,total_pb210_activity,61.27526959000001,60.59
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,11,12,total_pb210_activity,74.19526959,43.61
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,12,13,total_pb210_activity,50.16526959,61.03
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,13,14,total_pb210_activity,52.95526959,61.38
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,14,15,total_pb210_activity,44.355269590000006,31.74
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,15,16,total_pb210_activity,20.41526959,35.35
Baustian_et_al_2021,Barataria basin,175,0,2,total_pb210_activity,82.66666683199999,13.33333336
Baustian_et_al_2021,Barataria basin,175,2,4,total_pb210_activity,105.333333544,15.833333364999998
Baustian_et_al_2021,Barataria basin,175,4,6,total_pb210_activity,62.166666791,12.000000023999998
Baustian_et_al_2021,Barataria basin,175,8,10,total_pb210_activity,66.6666668,12.000000023999998
Baustian_et_al_2021,Barataria basin,175,12,14,total_pb210_activity,54.833333442999994,9.000000018
Baustian_et_al_2021,Barataria basin,175,16,18,total_pb210_activity,61.333333456,11.166666689
Baustian_et_al_2021,Barataria basin,175,22,24,total_pb210_activity,63.50000012699999,11.000000022
Baustian_et_al_2021,Barataria basin,175,26,28,total_pb210_activity,28.833333391,11.000000022
Baustian_et_al_2021,Barataria basin,175,30,32,total_pb210_activity,26.166666719,10.333333353999999
Baustian_et_al_2021,Barataria basin,175,34,36,total_pb210_activity,40.833333415,8.000000016
Baustian_et_al_2021,Barataria basin,175,38,40,total_pb210_activity,27.833333388999996,7.833333348999998
Baustian_et_al_2021,Barataria basin,175,58,60,total_pb210_activity,6.333333346,8.000000016
Baustian_et_al_2021,Barataria basin,175,78,80,total_pb210_activity,32.833333399,9.000000018
Baustian_et_al_2021,Barataria basin,175,98,100,total_pb210_activity,29.833333392999997,8.166666682999999
Baustian_et_al_2021,Barataria basin,224,0,2,total_pb210_activity,162.000000324,18.500000037
Baustian_et_al_2021,Barataria basin,224,2,4,total_pb210_activity,112.500000225,13.833333361
Baustian_et_al_2021,Barataria basin,224,4,6,total_pb210_activity,124.333333582,15.00000003
Baustian_et_al_2021,Barataria basin,224,8,10,total_pb210_activity,146.66666696,17.500000035
Baustian_et_al_2021,Barataria basin,224,12,14,total_pb210_activity,159.666666986,19.166666704999997
Baustian_et_al_2021,Barataria basin,224,16,18,total_pb210_activity,218.833333771,24.500000049
Baustian_et_al_2021,Barataria basin,224,20,22,total_pb210_activity,216.00000043199998,26.166666719
Baustian_et_al_2021,Barataria basin,224,26,28,total_pb210_activity,44.000000088,6.333333346
Baustian_et_al_2021,Barataria basin,224,32,34,total_pb210_activity,103.833333541,12.833333359
Baustian_et_al_2021,Barataria basin,224,38,40,total_pb210_activity,86.33333350599999,11.66666669
Baustian_et_al_2021,Barataria basin,224,60,62,total_pb210_activity,21.833333377,7.166666681
Baustian_et_al_2021,Barataria basin,224,78,80,total_pb210_activity,0,0
Baustian_et_al_2021,Barataria basin,224,98,100,total_pb210_activity,12.333333357999999,9.666666686
Baustian_et_al_2021,Barataria basin,225,0,2,total_pb210_activity,160.666666988,19.000000038
Baustian_et_al_2021,Barataria basin,225,2,4,total_pb210_activity,218.833333771,24.500000049
Baustian_et_al_2021,Barataria basin,225,4,6,total_pb210_activity,233.66666713399997,25.166666717
Baustian_et_al_2021,Barataria basin,225,8,10,total_pb210_activity,279.500000559,30.00000006
Baustian_et_al_2021,Barataria basin,225,12,14,total_pb210_activity,291.33333391599996,31.333333395999993
Baustian_et_al_2021,Barataria basin,225,16,18,total_pb210_activity,288.000000576,32.166666731
