study_id,site_id,core_id,horizon_min,horizon_max,dry_bulk_density,fraction_organic_matter,fraction_carbon
Bukoski_et_al_2017,PP8 Core 1,M1560,100,200,0.93,NA,0.0104
Bukoski_et_al_2017,PP9 Core 1,M1562,0,100,NA,NA,0.018757894736842105
Bukoski_et_al_2017,PP9 Core 1,M1562,100,200,NA,NA,0.0085
Bukoski_et_al_2017,PP9 Core 2,M1563,0,100,NA,NA,0.030475000000000002
Bukoski_et_al_2017,PP9 Core 2,M1563,100,200,NA,NA,0.0089
Bukoski_et_al_2017,QN1 Core 1,M1566,0,100,NA,NA,0.011117499999999999
Bukoski_et_al_2017,QN1 Core 2,M1567,0,100,NA,NA,0.0147475
Bukoski_et_al_2017,QN1 Core 2,M1567,100,200,1.477,NA,0.00624
Bukoski_et_al_2017,QN2 Core 2,M1569,0,100,NA,NA,0.014796666666666666
Bukoski_et_al_2017,QN3 Core 1,M1570,0,100,NA,NA,0.00992
Bukoski_et_al_2017,QN3 Core 1,M1570,100,200,NA,NA,0.00713
Bukoski_et_al_2017,QN3 Core 2,M1571,0,100,NA,NA,0.011852500000000002
Bukoski_et_al_2017,QN3 Core 2,M1571,100,200,NA,NA,0.0074399999999999996
Bukoski_et_al_2017,VR2 Core 1,M1587,0,100,0.56525,NA,0.040025
Bukoski_et_al_2017,VR2 Core 1,M1587,100,200,NA,NA,0.01755
Bukoski_et_al_2017,VR3 Core 1,M1588,0,100,NA,NA,0.0439975
Bukoski_et_al_2017,VR3 Core 1,M1588,100,200,0.9845948797004301,NA,0.01552
Bukoski_et_al_2017,VR4 Core 1,M1589,0,100,NA,NA,0.036645
Bukoski_et_al_2017,VR4 Core 1,M1589,100,200,NA,NA,0.02008
C._Sanders_Submitted_to_ECSS,CJS ECSS Submit Core C,M1127,0,100,NA,NA,0.02568
C._Sanders_Submitted_to_ECSS,CJS ECSS Submit Core D,M1128,0,100,NA,NA,0.02216
C._Sanders_Unpublished,CJS Unpublished Ballina,M1076,0,100,NA,NA,0.0071444
C._Sanders_Unpublished,CJS Unpublished Botany Bay B1,M1078,0,100,NA,NA,0.0223576
C._Sanders_Unpublished,CJS Unpublished Botany Bay BB,M1079,0,100,NA,NA,0.0145596
C._Sanders_Unpublished,CJS Unpublished Botany Bay S1,M1080,0,100,NA,NA,0.029164
C._Sanders_Unpublished,CJS Unpublished Coffs Harbour LTE,M1124,0,100,NA,NA,0.009045000000000001
C._Sanders_Unpublished,CJS Unpublished Coffs Harbour LTW,M1125,0,100,NA,NA,0.033205000000000005
C._Sanders_Unpublished,CJS Unpublished Coffs Harbour MgM 1,M1121,0,100,NA,NA,0.009413181818181819
C._Sanders_Unpublished,CJS Unpublished Coffs Harbour MgM 2,M1123,0,100,NA,NA,0.02543227272727273
C._Sanders_Unpublished,CJS Unpublished Coffs Harbour U-Mg,M1122,0,100,NA,NA,0.02
C._Sanders_Unpublished,CJS Unpublished Coffs Harbour UTE,M1126,0,100,NA,NA,0.020264761904761903
C._Sanders_Unpublished,CJS Unpublished Evans Head,M1075,0,100,NA,NA,0.01609047619047619
C._Sanders_Unpublished,CJS Unpublished P1-1,M1109,0,100,NA,NA,NA
C._Sanders_Unpublished,CJS Unpublished P1-2,M1110,0,100,NA,NA,0.0531664
C._Sanders_Unpublished,CJS Unpublished P1-3,M1111,0,100,NA,NA,0.05191464285714286
C._Sanders_Unpublished,CJS Unpublished P1-4,M1112,0,100,NA,NA,0.05457549019607843
C._Sanders_Unpublished,CJS Unpublished P1-5,M1113,0,100,0.5972000000000001,NA,0.0561658
C._Sanders_Unpublished,CJS Unpublished P1-6,M1114,0,100,NA,NA,0.034653555555555556
C._Sanders_Unpublished,CJS Unpublished P2-1,M1115,0,100,NA,NA,0.025081600000000003
C._Sanders_Unpublished,CJS Unpublished P2-2,M1116,0,100,NA,NA,0.057738125
C._Sanders_Unpublished,CJS Unpublished P2-3,M1117,0,100,0.6302083333333334,NA,0.06011520833333333
C._Sanders_Unpublished,CJS Unpublished P2-4,M1118,0,100,0.6354000000000001,NA,0.0475786
C._Sanders_Unpublished,CJS Unpublished P2-5,M1119,0,100,NA,NA,0.0766716
C._Sanders_Unpublished,CJS Unpublished P2-6,M1120,0,100,NA,NA,0.06506340000000001
C._Sanders_Unpublished,CJS Unpublished Wallis Lake,M1077,0,100,NA,NA,0.0334296
Ceron-Breton_et_al_2011,JGCB11 SA3,M0432,0,100,NA,0.04426833333333333,0.026443333333333333
Chen_and_Twilley_1999,RC99 S1,M0018,0,100,NA,0.3059951724137931,NA
Chen_and_Twilley_1999,RC99 S3,M0019,0,100,0.21943333333333334,0.45184833333333335,NA
Chen_and_Twilley_1999,RC99 S4,M0020,0,100,0.1895,0.6257353333333333,NA
Chen_and_Twilley_1999,RC99 S6,M0021,0,100,NA,0.8235803333333334,NA
Cifuentes_Unpublished,MCU Estero BatipaBatipa,M0778,0,100,0.47,NA,0.05174
Cifuentes_Unpublished,MCU Estero BatipaBatipa,M0778,100,200,0.49,NA,0.052300000000000006
Cifuentes_Unpublished,MCU Estero Buena VentanaLos Limones,M0779,0,100,0.369,NA,0.083665
Cifuentes_Unpublished,MCU Estero Buena VentanaLos Limones,M0779,100,200,0.44,NA,0.0662
Cifuentes_Unpublished,MCU Estero ChiriquíBoca Ternero,M0780,0,100,1.0425,NA,0.01187
Cifuentes_Unpublished,MCU Estero PedregalLa Yeguada,M0781,0,100,0.2395,NA,0.25084
Cifuentes_Unpublished,MCU Estero ResbalosoIsla Requena,M0784,0,100,0.514,NA,0.062575
Cifuentes_Unpublished,MCU Estero ResbalosoIsla Requena,M0784,100,200,0.63,NA,0.052300000000000006
Cifuentes_Unpublished,MCU Guarumal10,M0745,0,100,0.47150000000000003,NA,0.06315
Cifuentes_Unpublished,MCU Guarumal11,M0746,0,100,0.241,NA,0.18617
Cifuentes_Unpublished,MCU Guarumal12,M0747,0,100,0.47050000000000003,NA,0.07611000000000001
Cifuentes_Unpublished,MCU Guarumal13,M0748,0,100,0.629,NA,0.043515
Cifuentes_Unpublished,MCU Guarumal14,M0749,0,100,0.511,NA,0.079335
Cifuentes_Unpublished,MCU Guarumal15,M0750,0,100,0.5615,NA,0.050035
Cifuentes_Unpublished,MCU Guarumal16,M0751,0,100,0.6044999999999999,NA,0.04403
Cifuentes_Unpublished,MCU Guarumal9,M0744,0,100,0.35,NA,0.14732499999999998
Cifuentes_Unpublished,MCU Isla MonoIsla Mono,M0783,0,100,0.5349999999999999,NA,0.054665
Cifuentes_Unpublished,MCU Isla MonoIsla Mono,M0783,100,200,0.61,NA,0.043
Cifuentes_Unpublished,MCU Jaltepeque10,M0810,0,100,1.0594999999999999,NA,0.008745000000000001
Cifuentes_Unpublished,MCU Jaltepeque10,M0810,100,200,1.07,NA,0.0053
Cifuentes_Unpublished,MCU Jaltepeque11,M0811,0,100,NA,NA,0.009395
Cifuentes_Unpublished,MCU Jaltepeque11,M0811,100,200,1.39,NA,0.0029
Cifuentes_Unpublished,MCU Jaltepeque16,M0815,0,100,0.9945,NA,0.015815
Cifuentes_Unpublished,MCU Jaltepeque16,M0815,100,200,1.12,NA,0.011699999999999999
Cifuentes_Unpublished,MCU Jaltepeque17,M0816,0,100,1.1360000000000001,NA,0.00863
Cifuentes_Unpublished,MCU Jaltepeque17,M0816,100,200,1.17,NA,0.004
Cifuentes_Unpublished,MCU Jaltepeque18,M0817,0,100,1.0845,NA,0.012355000000000001
Cifuentes_Unpublished,MCU Jaltepeque18,M0817,100,200,1.09,NA,0.0106
Cifuentes_Unpublished,MCU Jaltepeque2,M0807,0,100,0.3615,NA,0.12054000000000001
Cifuentes_Unpublished,MCU Jaltepeque2,M0807,100,200,0.29,NA,0.1495
Cifuentes_Unpublished,MCU Jaltepeque4,M0812,0,100,0.616,NA,0.057964999999999996
Cifuentes_Unpublished,MCU Jaltepeque4,M0812,100,200,0.87,NA,0.0364
Cifuentes_Unpublished,MCU Jaltepeque5,M0813,0,100,0.4295,NA,0.09894
Cifuentes_Unpublished,MCU Jaltepeque5,M0813,100,200,0.86,NA,0.0273
Cifuentes_Unpublished,MCU Jaltepeque6,M0814,0,100,0.645,NA,0.04957
Cifuentes_Unpublished,MCU Jaltepeque6,M0814,100,200,0.85,NA,0.0226
Cifuentes_Unpublished,MCU Jaltepeque8,M0808,0,100,NA,NA,0.052820000000000006
Cifuentes_Unpublished,MCU Jaltepeque8,M0808,100,200,0.86,NA,0.042699999999999995
Cifuentes_Unpublished,MCU Jaltepeque9,M0809,0,100,0.9570000000000001,NA,0.0148
Cifuentes_Unpublished,MCU Jaltepeque9,M0809,100,200,1.12,NA,0.0085
Cifuentes_Unpublished,MCU Jiquilisco18,M0790,0,100,0.3185,NA,0.12007000000000001
Cifuentes_Unpublished,MCU Jiquilisco18,M0790,100,200,0.52,NA,0.0823
Cifuentes_Unpublished,MCU Jiquilisco19,M0791,0,100,0.422,NA,0.08483
Cifuentes_Unpublished,MCU Jiquilisco19,M0791,100,200,0.55,NA,0.053200000000000004
Cifuentes_Unpublished,MCU Jiquilisco20,M0792,0,100,0.2605,NA,0.140375
Cifuentes_Unpublished,MCU Jiquilisco20,M0792,100,200,0.32,NA,0.1069
Cifuentes_Unpublished,MCU Jiquilisco21,M0793,0,100,0.64,NA,0.02982
Cifuentes_Unpublished,MCU Jiquilisco21,M0793,100,200,0.98,NA,0.0086
Cifuentes_Unpublished,MCU Jiquilisco22,M0794,0,100,0.65,NA,0.04001
Cifuentes_Unpublished,MCU Jiquilisco22,M0794,100,200,1.03,NA,0.0059
Cifuentes_Unpublished,MCU Jiquilisco23,M0800,0,100,0.356,NA,0.112595
Cifuentes_Unpublished,MCU Jiquilisco23,M0800,100,200,0.42,NA,0.0665
Cifuentes_Unpublished,MCU Jiquilisco24,M0801,0,100,0.3005,NA,0.12717
Cifuentes_Unpublished,MCU Jiquilisco24,M0801,100,200,0.34,NA,0.0962
Cifuentes_Unpublished,MCU Jiquilisco25,M0802,0,100,0.3865,NA,0.08231
Cifuentes_Unpublished,MCU Jiquilisco25,M0802,100,200,0.45,NA,0.0724
Cifuentes_Unpublished,MCU Jiquilisco26,M0803,0,100,0.475,NA,0.058675
Cifuentes_Unpublished,MCU Jiquilisco26,M0803,100,200,NA,NA,0.013000000000000001
Cifuentes_Unpublished,MCU Jiquilisco27,M0804,0,100,0.3105,NA,0.12815
Cifuentes_Unpublished,MCU Jiquilisco27,M0804,100,200,0.33,NA,0.1124
Cifuentes_Unpublished,MCU Jiquilisco28,M0795,0,100,0.3605,NA,0.1
Cifuentes_Unpublished,MCU Jiquilisco28,M0795,100,200,0.31,NA,0.122
Cifuentes_Unpublished,MCU Jiquilisco29,M0796,0,100,0.41700000000000004,NA,0.10608500000000001
Cifuentes_Unpublished,MCU Jiquilisco29,M0796,100,200,0.41,NA,0.09480000000000001
Cifuentes_Unpublished,MCU Jiquilisco30,M0797,0,100,0.281,NA,0.13611499999999999
Cifuentes_Unpublished,MCU Jiquilisco30,M0797,100,200,0.5,NA,0.08039999999999999
Cifuentes_Unpublished,MCU Jiquilisco31,M0798,0,100,NA,NA,0.006
Cifuentes_Unpublished,MCU Jiquilisco31,M0798,100,200,NA,NA,0.0012
Cifuentes_Unpublished,MCU Jiquilisco32,M0799,0,100,0.301,NA,0.1244
Cifuentes_Unpublished,MCU Jiquilisco32,M0799,100,200,0.33,NA,0.0993
Cifuentes_Unpublished,MCU Jiquilisco7,M0805,0,100,NA,NA,0.029294999999999998
Cifuentes_Unpublished,MCU Jiquilisco7,M0805,100,200,0.7,NA,0.0313
Cifuentes_Unpublished,MCU Jiquilisco9,M0806,0,100,0.42800000000000005,NA,0.104855
Cifuentes_Unpublished,MCU Jiquilisco9,M0806,100,200,0.47,NA,0.08439999999999999
Cifuentes_Unpublished,MCU NicoyaBebedero,M0767,0,100,NA,NA,0.02588
Cifuentes_Unpublished,MCU NicoyaBebedero,M0767,100,200,NA,NA,0.027999999999999997
Cifuentes_Unpublished,MCU NicoyaBuenaventura,M0765,0,100,0.676,NA,0.025895
Cifuentes_Unpublished,MCU NicoyaBuenaventura,M0765,100,200,0.76,NA,0.0203
Cifuentes_Unpublished,MCU NicoyaColorado,M0764,0,100,0.3265,NA,0.122485
Cifuentes_Unpublished,MCU NicoyaColorado,M0764,100,200,0.37,NA,0.08470000000000001
Cifuentes_Unpublished,MCU NicoyaIsla Chira 1,M0771,0,100,0.4525,NA,0.063145
Cifuentes_Unpublished,MCU NicoyaIsla Chira 1,M0771,100,200,0.55,NA,0.0506
Cifuentes_Unpublished,MCU NicoyaIsla Chira 2,M0772,0,100,0.581,NA,0.037005
Cifuentes_Unpublished,MCU NicoyaIsla Chira 2,M0772,100,200,0.55,NA,0.0385
Cifuentes_Unpublished,MCU NicoyaJesús,M0768,0,100,0.38,NA,0.07924
Cifuentes_Unpublished,MCU NicoyaJesús,M0768,100,200,0.39,NA,0.06280000000000001
Cifuentes_Unpublished,MCU NicoyaJicaral,M0775,0,100,0.425,NA,0.100465
Cifuentes_Unpublished,MCU NicoyaJicaral,M0775,100,200,0.32,NA,0.13470000000000001
Cifuentes_Unpublished,MCU NicoyaLepanto,M0776,0,100,0.3925,NA,0.136545
Cifuentes_Unpublished,MCU NicoyaLepanto,M0776,100,200,0.49,NA,0.0809
Cifuentes_Unpublished,MCU NicoyaNíspero,M0766,0,100,NA,NA,0.04563
Cifuentes_Unpublished,MCU NicoyaNíspero,M0766,100,200,NA,NA,0.04019999999999999
Cifuentes_Unpublished,MCU NicoyaPaquera,M0777,0,100,0.6695,NA,0.06042
Cifuentes_Unpublished,MCU NicoyaPaquera,M0777,100,200,0.6,NA,0.0667
Cifuentes_Unpublished,MCU NicoyaPuntarenas 1,M0769,0,100,0.616,NA,0.05981
Cifuentes_Unpublished,MCU NicoyaPuntarenas 1,M0769,100,200,0.43,NA,0.1027
Cifuentes_Unpublished,MCU NicoyaPuntarenas 2,M0770,0,100,0.9299999999999999,NA,0.03417
Cifuentes_Unpublished,MCU NicoyaPuntarenas 2,M0770,100,200,0.92,NA,0.036000000000000004
Cifuentes_Unpublished,MCU NicoyaThiel 1,M0773,0,100,0.5605,NA,0.07864499999999999
Cifuentes_Unpublished,MCU NicoyaThiel 1,M0773,100,200,0.6,NA,0.0602
Cifuentes_Unpublished,MCU NicoyaThiel 2,M0774,0,100,0.579,NA,0.051025
Cifuentes_Unpublished,MCU NicoyaThiel 2,M0774,100,200,0.64,NA,0.0401
Cifuentes_Unpublished,MCU Punta AlgarrobosPunta Algarrobos,M0785,0,100,0.496,NA,0.08254500000000001
Cifuentes_Unpublished,MCU Punta AlgarrobosPunta Algarrobos,M0785,100,200,0.76,NA,0.0379
Cifuentes_Unpublished,MCU Punta las MatitasPunta las Matitas,M0786,0,100,0.47950000000000004,NA,0.07780999999999999
Cifuentes_Unpublished,MCU Punta las MatitasPunta las Matitas,M0786,100,200,0.6,NA,0.0508
Cifuentes_Unpublished,MCU Punta OstionalBoca Río,M0787,0,100,0.4285,NA,0.090935
Cifuentes_Unpublished,MCU Punta OstionalBoca Río,M0787,100,200,0.58,NA,0.0709
Cifuentes_Unpublished,MCU S. CáscaraS. Cáscara (Represo),M0788,0,100,0.3715,NA,0.110555
Cifuentes_Unpublished,MCU S. CáscaraS. Cáscara (Represo),M0788,100,200,0.62,NA,0.0672
Cifuentes_Unpublished,MCU S. ParcelaS. Parcela (Río),M0789,0,100,0.403,NA,0.09526
Cifuentes_Unpublished,MCU S. ParcelaS. Parcela (Río),M0789,100,200,0.51,NA,0.0765
Cifuentes_Unpublished,MCU Sierpe1,M0736,0,100,0.17250000000000001,NA,0.21278999999999998
Cifuentes_Unpublished,MCU Sierpe2,M0737,0,100,0.28500000000000003,NA,0.13095500000000002
Cifuentes_Unpublished,MCU Sierpe3,M0738,0,100,0.199,NA,0.166355
Cifuentes_Unpublished,MCU Sierpe4,M0739,0,100,NA,NA,0.06121
Cifuentes_Unpublished,MCU Sierpe5,M0740,0,100,0.22649999999999998,NA,0.174805
Cifuentes_Unpublished,MCU Sierpe6,M0741,0,100,0.2835,NA,0.12877
Cifuentes_Unpublished,MCU Sierpe7,M0742,0,100,0.5035000000000001,NA,0.061919999999999996
Cifuentes_Unpublished,MCU Sierpe8,M0743,0,100,0.44899999999999995,NA,0.06774
Cifuentes_Unpublished,MCU Térraba25,M0760,0,100,0.4685,NA,0.08369
Cifuentes_Unpublished,MCU Térraba26,M0761,0,100,0.648,NA,0.029525000000000003
Cifuentes_Unpublished,MCU Térraba27,M0762,0,100,0.498,NA,0.06439500000000001
Cifuentes_Unpublished,MCU Térraba28,M0763,0,100,0.6215,NA,0.036195
Cifuentes_Unpublished,MCU Zacate17,M0752,0,100,0.2505,NA,0.14178
Cifuentes_Unpublished,MCU Zacate18,M0753,0,100,0.38,NA,0.123175
Cifuentes_Unpublished,MCU Zacate19,M0754,0,100,0.34650000000000003,NA,0.10442
Cifuentes_Unpublished,MCU Zacate20,M0755,0,100,0.275,NA,0.15159
Cifuentes_Unpublished,MCU Zacate21,M0756,0,100,0.4465,NA,0.069005
Cifuentes_Unpublished,MCU Zacate22,M0757,0,100,0.4365,NA,0.07268
Cifuentes_Unpublished,MCU Zacate23,M0758,0,100,0.4115,NA,0.10976999999999999
Cifuentes_Unpublished,MCU Zacate24,M0759,0,100,0.3275,NA,0.11816499999999999
DelVecchia_et_al_2014,AGD14 BR 1,M1310,0,100,NA,0.12350327897752808,NA
DelVecchia_et_al_2014,AGD14 BR 3,M1311,0,100,0.624514938887324,0.16049902423943663,NA
DelVecchia_et_al_2014,AGD14 BR 4,M1312,0,100,0.4721993062077922,0.18720767694805193,NA
DelVecchia_et_al_2014,AGD14 BR 6,M1313,0,100,NA,0.16248350635955056,NA
DelVecchia_et_al_2014,AGD14 BR 7,M1314,0,100,NA,0.21676269930120481,NA
DelVecchia_et_al_2014,AGD14 PL 2,M1309,0,100,NA,0.23627624761797753,NA
DelVecchia_et_al_2014,AGD14 TM 1,M1315,0,100,NA,0.166128359,NA
DelVecchia_et_al_2014,AGD14 TM 6,M1316,0,100,NA,0.12966241044615384,NA
Donato_et_al_2011,DCD11 B1 Core 1,M1435,0,100,0.387969684669619,NA,0.07188
Donato_et_al_2011,DCD11 B1 Core 1,M1435,100,200,0.496740548,NA,0.0647
Donato_et_al_2011,DCD11 B1 Core 1,M1435,200,300,0.496740548,NA,0.0647
Donato_et_al_2011,DCD11 B1 Core 2,M1436,0,100,NA,NA,0.070005
Donato_et_al_2011,DCD11 B1 Core 2,M1436,100,200,0.353324641,NA,0.0877
Donato_et_al_2011,DCD11 B1 Core 2,M1436,200,300,0.353324641,NA,0.0877
Donato_et_al_2011,DCD11 B1 Core 3,M1437,0,100,0.33422425005,NA,0.09587000000000001
Donato_et_al_2011,DCD11 B1 Core 3,M1437,100,200,0.411994785,NA,0.0944
Donato_et_al_2011,DCD11 B1 Core 3,M1437,200,300,0.411994785,NA,0.0944
Donato_et_al_2011,DCD11 B1 Core 4,M1438,0,100,0.28950456339999997,NA,0.09582
Donato_et_al_2011,DCD11 B1 Core 4,M1438,100,200,0.408083442,NA,0.0678
Donato_et_al_2011,DCD11 B1 Core 4,M1438,200,300,0.408083442,NA,0.0678
Donato_et_al_2011,DCD11 B1 Core 5,M1439,0,100,0.26655801815,NA,0.10987
Donato_et_al_2011,DCD11 B1 Core 5,M1439,100,200,0.415906128,NA,0.09699999999999999
Donato_et_al_2011,DCD11 B1 Core 5,M1439,200,300,0.415906128,NA,0.09699999999999999
Donato_et_al_2011,DCD11 B1 Core 6,M1440,0,100,NA,NA,0.09826
Donato_et_al_2011,DCD11 B1 Core 6,M1440,100,200,0.411994785,NA,0.077
Donato_et_al_2011,DCD11 B1 Core 6,M1440,200,300,0.411994785,NA,0.077
Donato_et_al_2011,DCD11 B2 Core 1,M1483,0,100,0.26447196900000003,NA,0.12716
Donato_et_al_2011,DCD11 B2 Core 1,M1483,100,200,0.361147327,NA,0.11699999999999999
Donato_et_al_2011,DCD11 B2 Core 1,M1483,200,300,0.361147327,NA,0.11699999999999999
Donato_et_al_2011,DCD11 B2 Core 2,M1484,0,100,0.26003911325,NA,0.12000999999999999
Donato_et_al_2011,DCD11 B2 Core 2,M1484,100,200,0.4589309,NA,0.1117
Donato_et_al_2011,DCD11 B2 Core 2,M1484,200,300,0.4589309,NA,0.1117
Donato_et_al_2011,DCD11 B2 Core 3,M1485,0,100,0.24198174675,NA,0.11785999999999999
Donato_et_al_2011,DCD11 B2 Core 3,M1485,100,200,0.45110821400000006,NA,0.113
Donato_et_al_2011,DCD11 B2 Core 3,M1485,200,300,0.45110821400000006,NA,0.113
Donato_et_al_2011,DCD11 B2 Core 4,M1486,0,100,NA,NA,0.11835
Donato_et_al_2011,DCD11 B2 Core 4,M1486,100,200,0.384615385,NA,0.1117
Donato_et_al_2011,DCD11 B2 Core 4,M1486,200,300,0.384615385,NA,0.1117
Donato_et_al_2011,DCD11 B2 Core 5,M1487,0,100,0.28246414615,NA,0.12071
Donato_et_al_2011,DCD11 B2 Core 5,M1487,100,200,0.45110821400000006,NA,0.10640000000000001
Donato_et_al_2011,DCD11 B2 Core 5,M1487,200,300,0.45110821400000006,NA,0.10640000000000001
Donato_et_al_2011,DCD11 B2 Core 6,M1488,0,100,NA,NA,0.119405
Donato_et_al_2011,DCD11 B2 Core 6,M1488,100,200,0.441981747,NA,0.10640000000000001
Donato_et_al_2011,DCD11 B2 Core 6,M1488,200,300,0.441981747,NA,0.10640000000000001
Donato_et_al_2011,DCD11 B3 Core 1,M1489,0,100,NA,NA,0.10081499999999999
Donato_et_al_2011,DCD11 B3 Core 1,M1489,100,200,NA,NA,0.0492
Donato_et_al_2011,DCD11 B3 Core 1,M1489,200,300,NA,NA,0.0492
Donato_et_al_2011,DCD11 B3 Core 2,M1490,0,100,0.44348109505,NA,0.097785
Donato_et_al_2011,DCD11 B3 Core 2,M1490,100,200,0.683181226,NA,0.0518
Donato_et_al_2011,DCD11 B3 Core 2,M1490,200,300,0.683181226,NA,0.0518
Donato_et_al_2011,DCD11 B3 Core 3,M1491,0,100,0.25704041715,NA,0.1119
Donato_et_al_2011,DCD11 B3 Core 3,M1491,100,200,0.537157757,NA,0.0931
Donato_et_al_2011,DCD11 B3 Core 3,M1491,200,300,0.537157757,NA,0.0931
Donato_et_al_2011,DCD11 B3 Core 4,M1492,0,100,0.3100391134,NA,0.150765
Donato_et_al_2011,DCD11 B3 Core 4,M1492,100,200,0.477183833,NA,0.0944
Donato_et_al_2011,DCD11 B3 Core 4,M1492,200,300,0.477183833,NA,0.0944
Donato_et_al_2011,DCD11 B3 Core 5,M1493,0,100,NA,NA,0.10291
Donato_et_al_2011,DCD11 B3 Core 5,M1493,100,200,0.401564537,NA,0.0851
Donato_et_al_2011,DCD11 B3 Core 5,M1493,200,300,0.401564537,NA,0.0851
Donato_et_al_2011,DCD11 B3 Core 6,M1494,0,100,NA,NA,0.106515
Donato_et_al_2011,DCD11 B3 Core 6,M1494,100,200,0.436766623,NA,0.0731
Donato_et_al_2011,DCD11 B3 Core 6,M1494,200,300,0.436766623,NA,0.0731
Donato_et_al_2011,DCD11 B4 Core 1,M1495,0,100,0.35769230764999993,NA,0.10669500000000001
Donato_et_al_2011,DCD11 B4 Core 1,M1495,100,200,0.349413299,NA,0.10640000000000001
Donato_et_al_2011,DCD11 B4 Core 1,M1495,200,300,0.349413299,NA,0.10640000000000001
Donato_et_al_2011,DCD11 B4 Core 2,M1496,0,100,0.3235332466,NA,0.11443500000000001
Donato_et_al_2011,DCD11 B4 Core 2,M1496,100,200,0.448500652,NA,0.0784
Donato_et_al_2011,DCD11 B4 Core 2,M1496,200,300,0.448500652,NA,0.0784
Donato_et_al_2011,DCD11 B4 Core 3,M1497,0,100,0.34530638845,NA,0.109155
Donato_et_al_2011,DCD11 B4 Core 3,M1497,100,200,0.512385919,NA,0.0904
Donato_et_al_2011,DCD11 B4 Core 3,M1497,200,300,0.512385919,NA,0.0904
Donato_et_al_2011,DCD11 B4 Core 4,M1498,0,100,NA,NA,0.107035
Donato_et_al_2011,DCD11 B4 Core 4,M1498,100,200,0.431551499,NA,0.0931
Donato_et_al_2011,DCD11 B4 Core 4,M1498,200,300,0.431551499,NA,0.0931
Donato_et_al_2011,DCD11 B4 Core 5,M1499,0,100,0.30951760125,NA,0.12186
Donato_et_al_2011,DCD11 B4 Core 5,M1499,100,200,0.457627119,NA,0.10369999999999999
Donato_et_al_2011,DCD11 B4 Core 5,M1499,200,300,0.457627119,NA,0.10369999999999999
Donato_et_al_2011,DCD11 B4 Core 6,M1500,0,100,0.382724902,NA,0.120685
Donato_et_al_2011,DCD11 B4 Core 6,M1500,100,200,0.58148631,NA,0.09970000000000001
Donato_et_al_2011,DCD11 B4 Core 6,M1500,200,300,0.58148631,NA,0.09970000000000001
Donato_et_al_2011,DCD11 B5 Core 1,M1501,0,100,0.3813559325,NA,0.07258
Donato_et_al_2011,DCD11 B5 Core 1,M1501,100,200,0.48761408100000003,NA,0.055099999999999996
Donato_et_al_2011,DCD11 B5 Core 1,M1501,200,300,0.48761408100000003,NA,0.055099999999999996
Donato_et_al_2011,DCD11 B5 Core 2,M1502,0,100,NA,NA,0.069585
Donato_et_al_2011,DCD11 B5 Core 2,M1502,100,200,0.524119948,NA,0.0583
Donato_et_al_2011,DCD11 B5 Core 2,M1502,200,300,0.524119948,NA,0.0583
Donato_et_al_2011,DCD11 B5 Core 3,M1503,0,100,NA,NA,0.073125
Donato_et_al_2011,DCD11 B5 Core 3,M1503,100,200,0.439374185,NA,0.0735
Donato_et_al_2011,DCD11 B5 Core 3,M1503,200,300,0.439374185,NA,0.0735
Donato_et_al_2011,DCD11 B5 Core 4,M1504,0,100,NA,NA,0.07266
Donato_et_al_2011,DCD11 B5 Core 4,M1504,100,200,0.410691004,NA,0.0719
Donato_et_al_2011,DCD11 B5 Core 4,M1504,200,300,0.410691004,NA,0.0719
Donato_et_al_2011,DCD11 B5 Core 5,M1505,0,100,NA,NA,0.073735
Donato_et_al_2011,DCD11 B5 Core 5,M1505,100,200,0.47327249,NA,0.0703
Donato_et_al_2011,DCD11 B5 Core 5,M1505,200,300,0.47327249,NA,0.0703
Donato_et_al_2011,DCD11 B5 Core 6,M1506,0,100,NA,NA,0.07288499999999999
Donato_et_al_2011,DCD11 B5 Core 6,M1506,100,200,0.355932203,NA,0.0727
Donato_et_al_2011,DCD11 B5 Core 6,M1506,200,300,0.355932203,NA,0.0727
Donato_et_al_2011,DCD11 G1,M1379,0,100,0.92,NA,0.0169
Donato_et_al_2011,DCD11 G1,M1379,100,200,0.92,NA,0.0169
Donato_et_al_2011,DCD11 G1,M1379,200,300,0.92,NA,0.0169
Donato_et_al_2011,DCD11 G2,M1434,0,100,0.92,NA,0.0174
Donato_et_al_2011,DCD11 G2,M1434,100,200,0.92,NA,0.0174
Donato_et_al_2011,DCD11 G2,M1434,200,300,0.92,NA,0.0174
Donato_et_al_2011,DCD11 J1 Core 1,M1380,0,100,0.49909387235,NA,0.054169999999999996
Donato_et_al_2011,DCD11 J1 Core 1,M1380,100,200,0.466101695,NA,0.055
Donato_et_al_2011,DCD11 J1 Core 1,M1380,200,300,0.466101695,NA,0.055
Donato_et_al_2011,DCD11 J1 Core 2,M1381,0,100,0.55795958285,NA,0.059520000000000003
Donato_et_al_2011,DCD11 J1 Core 2,M1381,100,200,0.544328553,NA,0.0574
Donato_et_al_2011,DCD11 J1 Core 3,M1382,0,100,0.5669230768,NA,0.05942
Donato_et_al_2011,DCD11 J1 Core 3,M1382,100,200,0.615254237,NA,0.051
Donato_et_al_2011,DCD11 J1 Core 4,M1383,0,100,0.6474967405500001,NA,0.05488
